stationId,zipcode,lat,long
3661,11225,40.666439306870814,-73.9605563879013
3662,11103,40.761293897289086,-73.916916847229
3664,10013,40.72019521437465,-74.0103006362915
3668,11222,40.7239567849954,-73.94984364509583
3671,10028,40.774779448957275,-73.95427465438843
3673,11238,40.67759206937376,-73.955637216568
3674,11201,40.701403172577244,-73.98672670125961
3676,11231,40.6758329439129,-74.01472628116608
3677,07306,40.72755146730012,-74.07106071710587
3678,07306,40.72572613742557,-74.07195925712585
3679,07304,40.722103786686034,-74.07145500183105
3680,10017,40.754120810779256,-73.98025184869766
3681,07302,40.71517767732029,-74.03768330812454
3686,10014,40.739448201304036,-74.00507032871246
3687,10016,40.74322681432173,-73.97449783980846
3689,10025,40.799041392882984,-73.96649479866028
3690,10007,40.71334184275907,-74.00935515761375
3691,11103,40.76408932350688,-73.91065120697021
3692,11251,40.699997484388504,-73.97440128028393
3693,11249,40.72248188638219,-73.95921930670738
3694,07305,40.71113,-74.0789
3697,10069,40.77515953434235,-73.98918695747852
3699,10019,40.763604677958625,-73.98917958140373
3704,11101,40.7437524099784,-73.94176483154297
3707,10016,40.741459,-73.983293
3708,10011,40.735445,-73.99431
3709,10011,40.738046142482766,-73.99642959237099
3711,10009,40.72966729392978,-73.98067966103554
3712,10001,40.754691750226016,-73.99740189313889
3714,11211,40.70684203101325,-73.9544353965357
3715,11211,40.71816969454208,-73.95520135760307
3716,11101,40.753599202005596,-73.93795609474182
3718,10009,40.72746420692392,-73.97950418293476
3720,11217,40.68461653897949,-73.98721285164356
3721,11102,40.7675487799971,-73.9209334552288
3723,11201,40.695317277669034,-73.99015724658966
3724,10019,40.7667405590595,-73.9790689945221
3725,10021,40.7687620293096,-73.95840793848038
3726,11101,40.743366080270214,-73.95960688591003
3727,11211,40.71766197083994,-73.94880026578903
3728,11201,40.69535693320225,-73.99344027042389
3733,10009,40.730563,-73.973984
3734,10022,40.759125,-73.962658
3737,10002,40.720747,-73.986274
3745,11106,40.75651272984955,-73.92957486212252
3746,10013,40.724308321602166,-74.00473035871983
3747,10028,40.77755374298887,-73.95512759685516
3749,10016,40.747573958954796,-73.9788007736206
3755,11205,40.69064807082943,-73.95746178925037
3756,11206,40.704508,-73.9351
3757,11237,40.710681,-73.93372
3758,11237,40.702997,-73.92997
3759,11237,40.70538,-73.92535
3760,11237,40.705614,-73.92153
3761,11221,40.697842,-73.926241
3762,11215,40.677027,-73.9865
3763,11237,40.707165,-73.923711
3764,11206,40.705517,-73.93936
3765,11206,40.709897,-73.94008
3766,11211,40.715353,-73.93856
3767,11211,40.71323,-73.93894
3768,11206,40.71019,-73.93734
3769,11206,40.707174,-73.93581
3770,11206,40.702831,-73.9333
3771,11206,40.706237,-73.933871
3772,11211,40.713811,-73.93515
3773,11237,40.70539,-73.92976
3774,11237,40.704425,-73.92836
3775,11237,40.702013,-73.923769
3776,11221,40.700003,-73.92834
3777,11237,40.699304,-73.923044
3778,11237,40.7027,-73.92095
3779,11237,40.704876,-73.919911
3781,11237,40.698568,-73.918877
3782,11201,40.698458,-73.997178
3783,10038,40.70838,-74.00495
3787,11251,40.69985,-73.97141
3788,10003,40.73269,-73.98974
3789,11238,40.68186,-73.959432
3790,11201,40.7003,-73.991581
3791,07310,40.73520838045357,-74.04696375131607
3792,07302,40.71687,-74.03281
3795,11215,40.671907,-73.993612
3798,10018,40.752269,-73.982079
3799,10001,40.74964,-73.98805
3803,11225,40.665816,-73.956934
3804,11201,40.702461,-73.986842
3805,10075,40.776173,-73.959757
3809,10019,40.763201,-73.978458
3810,10024,40.782593,-73.971211
3811,11102,40.77485,-73.9342
3812,10003,40.734814,-73.992085
2000,11201,40.70255088,-73.98940236
2002,11249,40.716887,-73.963198
2003,10009,40.733812191966315,-73.98054420948029
2005,11251,40.70531194,-73.97100056
2006,10021,40.76590936,-73.97634151
2008,10004,40.70569254,-74.01677685
2009,10038,40.71117444,-73.99682619
2010,10013,40.72165481,-74.00234737
2012,10016,40.739445,-73.976806
2017,10017,40.75022392,-73.97121414
2021,10036,40.75929124,-73.98859651
2022,10022,40.759107,-73.959223
2023,10022,40.75968085,-73.97031366
